Round,Loss,Accuracy
1,0.6878819465637207,0.4908592402935028
2,0.6282066106796265,0.7531992793083191
3,0.5913045406341553,0.7723948955535889
4,0.555799126625061,0.7998172044754028
5,0.510600745677948,0.79433274269104
6,0.48479777574539185,0.806215763092041
7,0.4700041711330414,0.8034735321998596
8,0.45863956212997437,0.8107861280441284
9,0.4634045660495758,0.8089579939842224
10,0.47658571600914,0.8089579939842224
11,0.49424561858177185,0.808043897151947
12,0.49240073561668396,0.7760512232780457
13,0.5142308473587036,0.796160876750946
14,0.48136240243911743,0.7861060500144958
15,0.4746294617652893,0.82358318567276
16,0.45702841877937317,0.8071298003196716
17,0.4530544579029083,0.8126142621040344
18,0.45325297117233276,0.8208409547805786
19,0.4500761032104492,0.8153564929962158
20,0.4472283124923706,0.8263254165649414
21,0.43576329946517944,0.8171846866607666
22,0.4321928024291992,0.8272395133972168
23,0.42763200402259827,0.8208409547805786
24,0.42710667848587036,0.8244972825050354
25,0.4263979196548462,0.8190128207206726
26,0.42602667212486267,0.8272395133972168
27,0.42516759037971497,0.82358318567276
28,0.42464306950569153,0.8272395133972168
29,0.42417189478874207,0.8272395133972168
30,0.42415180802345276,0.8272395133972168
31,0.4240210950374603,0.8272395133972168
32,0.4242725670337677,0.8308958411216736
33,0.4236704111099243,0.8299817442893982
34,0.4240400195121765,0.8327239751815796
35,0.4233357608318329,0.8318098783493042
36,0.42431575059890747,0.833638072013855
37,0.42442071437835693,0.833638072013855
38,0.42550787329673767,0.8318098783493042
39,0.42627644538879395,0.8299817442893982
40,0.4260813593864441,0.8318098783493042
41,0.4269905090332031,0.8308958411216736
42,0.4265022873878479,0.8254113793373108
43,0.42771482467651367,0.8290676474571228
44,0.42688480019569397,0.82358318567276
45,0.4285091459751129,0.8290676474571228
46,0.4278048872947693,0.8208409547805786
47,0.429239958524704,0.8281536102294922
48,0.42848074436187744,0.8226691484451294
49,0.4294055998325348,0.8308958411216736
50,0.4285505414009094,0.8254113793373108
51,0.4291965961456299,0.8281536102294922
52,0.4298864006996155,0.8299817442893982
53,0.42904379963874817,0.8272395133972168
54,0.4291120767593384,0.8290676474571228
55,0.42871907353401184,0.8281536102294922
56,0.42890870571136475,0.8281536102294922
57,0.4296164810657501,0.8318098783493042
58,0.4282526671886444,0.8272395133972168
59,0.4300103783607483,0.8308958411216736
