Round,Loss,Accuracy
1,0.6784774661064148,0.561103343963623
2,0.6634173393249512,0.6667379140853882
3,0.6415684223175049,0.6841654777526855
4,0.6173354983329773,0.6903666853904724
5,0.6005529165267944,0.6933603882789612
6,0.5855437517166138,0.6905805468559265
7,0.5842417478561401,0.689939022064209
8,0.5815622210502625,0.7009515166282654
9,0.5820850133895874,0.6997754573822021
10,0.5866672396659851,0.6992408633232117
11,0.5895963907241821,0.6950711011886597
12,0.6179336905479431,0.6797818541526794
13,0.5946457386016846,0.6796749234199524
14,0.5967041254043579,0.6916497349739075
15,0.5803492665290833,0.6993477940559387
16,0.5772906541824341,0.6992408633232117
17,0.5768453478813171,0.6998823881149292
18,0.577114999294281,0.700630784034729
19,0.5784245729446411,0.700737714767456
20,0.578667402267456,0.6992408633232117
21,0.5805362462997437,0.700523853302002
22,0.5831344723701477,0.6982786059379578
23,0.585644543170929,0.6985993385314941
24,0.5878314971923828,0.6979578733444214
25,0.5894137024879456,0.6996685266494751
26,0.5915166735649109,0.6982786059379578
27,0.5942777991294861,0.6987062692642212
28,0.5969376564025879,0.6985993385314941
29,0.5970611572265625,0.6992408633232117
30,0.5955334305763245,0.6976370811462402
31,0.5938654541969299,0.6974232792854309
32,0.5936756730079651,0.6947503089904785
33,0.5941808223724365,0.6977440118789673
34,0.5944799184799194,0.6956056952476501
35,0.593184769153595,0.6984924674034119
36,0.5921394228935242,0.6978509426116943
37,0.59164959192276,0.6985993385314941
38,0.5918242335319519,0.6992408633232117
39,0.5924374461174011,0.6978509426116943
40,0.5922505259513855,0.7010584473609924
41,0.5924595594406128,0.6976370811462402
42,0.5910740494728088,0.701806902885437
43,0.5920578837394714,0.6996685266494751
44,0.5916074514389038,0.7034106254577637
45,0.5932366251945496,0.6994547247886658
46,0.5912278294563293,0.7029829621315002
47,0.5915060639381409,0.6998823881149292
48,0.5907480716705322,0.70169997215271
49,0.59229576587677,0.6997754573822021
50,0.5913267135620117,0.7009515166282654
51,0.5907561182975769,0.6991339325904846
52,0.5905779600143433,0.6993477940559387
53,0.5904169082641602,0.7003100514411926
54,0.5911954641342163,0.6994547247886658
55,0.5905573964118958,0.6997754573822021
56,0.58979731798172,0.6996685266494751
57,0.5913843512535095,0.700630784034729
58,0.5897817015647888,0.7022345662117004
59,0.5919479131698608,0.6999892592430115
60,0.5892564058303833,0.7026622295379639
61,0.5913806557655334,0.7000961899757385
62,0.5897510051727295,0.7010584473609924
63,0.5897115468978882,0.7003100514411926
64,0.5903679132461548,0.700737714767456
65,0.5896219611167908,0.7008446455001831
66,0.5917071104049683,0.7000961899757385
67,0.5894124507904053,0.7010584473609924
68,0.5898053050041199,0.6998823881149292
69,0.5901281833648682,0.7003100514411926
70,0.5885688662528992,0.7014861106872559
71,0.5903280377388,0.7000961899757385
72,0.5882456302642822,0.7024483680725098
73,0.5917773246765137,0.699561595916748
74,0.5876952409744263,0.7028760313987732
75,0.591202437877655,0.6989201307296753
76,0.5881054401397705,0.7019137740135193
77,0.5898396372795105,0.700737714767456
78,0.591400146484375,0.6999892592430115
79,0.5875129103660583,0.7022345662117004
80,0.5935669541358948,0.6976370811462402
81,0.5890528559684753,0.7028760313987732
82,0.5936310887336731,0.6979578733444214
83,0.5876481533050537,0.70169997215271
84,0.5878077149391174,0.700523853302002
85,0.5904532074928284,0.7009515166282654
86,0.5883405208587646,0.7013792395591736
87,0.5910058617591858,0.7002031207084656
88,0.5873376727104187,0.7009515166282654
89,0.5882700681686401,0.7014861106872559
90,0.5896515846252441,0.700523853302002
91,0.5880874395370483,0.7021276354789734
92,0.587253749370575,0.7014861106872559
