Round,Loss,Accuracy
1,0.6786231994628906,0.5624867081642151
2,0.6636090278625488,0.6663827896118164
3,0.6428030729293823,0.6883116960525513
4,0.6184705495834351,0.6894826292991638
5,0.6039255261421204,0.6957632303237915
6,0.585405170917511,0.6899084448814392
7,0.5802921652793884,0.6936342120170593
8,0.5782966017723083,0.6988503336906433
9,0.5779278874397278,0.7003406286239624
10,0.5820968151092529,0.6986374258995056
11,0.5832853317260742,0.6971471309661865
12,0.5799767971038818,0.6998084187507629
13,0.5785554647445679,0.6967213153839111
14,0.5730222463607788,0.7001277208328247
15,0.5719543695449829,0.7007664442062378
16,0.5724547505378723,0.7007664442062378
17,0.5728053450584412,0.7001277208328247
18,0.5785563588142395,0.6973600387573242
19,0.5756893157958984,0.6985309720039368
20,0.5760217905044556,0.6975729465484619
21,0.5760505199432373,0.6994890570640564
22,0.5756709575653076,0.6982116103172302
23,0.5772359371185303,0.7007664442062378
24,0.5790064930915833,0.7005535364151001
25,0.5820009708404541,0.6985309720039368
26,0.5860461592674255,0.7007664442062378
27,0.5882351398468018,0.6998084187507629
28,0.589780867099762,0.7010858058929443
29,0.5883195996284485,0.7003406286239624
30,0.5884027481079102,0.7010858058929443
31,0.5878518223762512,0.7000212669372559
32,0.589151918888092,0.6995955109596252
33,0.5878615975379944,0.7017245292663574
34,0.5862292647361755,0.7008728981018066
35,0.584251344203949,0.7026825547218323
36,0.5847992897033691,0.7014051675796509
37,0.5859349966049194,0.7016180753707886
38,0.5858330130577087,0.702150285243988
39,0.5847731828689575,0.7024696469306946
40,0.5845509767532349,0.7027890086174011
41,0.5849609971046448,0.7032148241996765
42,0.5865552425384521,0.7025761008262634
43,0.5852554440498352,0.7043857574462891
44,0.5857192873954773,0.7034277319908142
45,0.5843592882156372,0.7047051191329956
46,0.5877772569656372,0.7045986652374268
47,0.5853981375694275,0.7048115730285645
48,0.5880998373031616,0.7045986652374268
49,0.5850066542625427,0.7036406397819519
50,0.5872371792793274,0.7042793035507202
51,0.5859708786010742,0.7040664553642273
52,0.586410403251648,0.7037470936775208
53,0.5865275263786316,0.7037470936775208
54,0.5861294269561768,0.7048115730285645
55,0.5874543190002441,0.7044922113418579
56,0.5856916308403015,0.7042793035507202
57,0.5886167287826538,0.7056632041931152
58,0.5856825113296509,0.7040664553642273
59,0.5875276923179626,0.7050244808197021
60,0.5861508250236511,0.7042793035507202
61,0.5861050486564636,0.7052373886108398
62,0.5876737236976624,0.705130934715271
63,0.5855230093002319,0.7055567502975464
64,0.5881046652793884,0.7054502964019775
65,0.5852711200714111,0.7052373886108398
66,0.5876366496086121,0.7053438425064087
67,0.5858585834503174,0.7057696580886841
68,0.5861949920654297,0.7059825658798218
69,0.5858857035636902,0.7058761119842529
70,0.5862181782722473,0.7058761119842529
71,0.5876061916351318,0.7058761119842529
72,0.585843026638031,0.7055567502975464
73,0.5859060287475586,0.7061954736709595
74,0.5869398713111877,0.7060890197753906
75,0.5858066082000732,0.7053438425064087
76,0.587891161441803,0.7049180269241333
77,0.5856334567070007,0.7057696580886841
78,0.5863981246948242,0.7057696580886841
79,0.5874407291412354,0.7064083218574524
80,0.586039662361145,0.7057696580886841
81,0.5862166285514832,0.7061954736709595
82,0.5867923498153687,0.7060890197753906
83,0.5868435502052307,0.7060890197753906
84,0.5867964625358582,0.7063019275665283
85,0.5868932604789734,0.7063019275665283
86,0.5871204733848572,0.7056632041931152
87,0.5859375,0.7060890197753906
88,0.5882176756858826,0.7050244808197021
89,0.5861443877220154,0.7058761119842529
90,0.5868508815765381,0.7057696580886841
91,0.5860397815704346,0.7056632041931152
92,0.587234377861023,0.7060890197753906
93,0.5856342315673828,0.7054502964019775
94,0.5875096917152405,0.7056632041931152
95,0.5862503051757812,0.7053438425064087
96,0.5858786702156067,0.7056632041931152
97,0.5872990489006042,0.7053438425064087
98,0.5866241455078125,0.7053438425064087
99,0.5856006741523743,0.7052373886108398
100,0.5881567597389221,0.7053438425064087
101,0.585778534412384,0.7056632041931152
102,0.5860207080841064,0.7054502964019775
103,0.5867154598236084,0.7049180269241333
104,0.5860887169837952,0.7057696580886841
105,0.5870963931083679,0.7050244808197021
106,0.5860122442245483,0.705130934715271
107,0.585448682308197,0.7048115730285645
108,0.5898955464363098,0.7023631930351257
109,0.5841984152793884,0.7049180269241333
110,0.5868551135063171,0.7048115730285645
111,0.5883252620697021,0.7015116214752197
112,0.5840599536895752,0.7052373886108398
113,0.5880983471870422,0.7036406397819519
114,0.5873581171035767,0.7049180269241333
115,0.5850450396537781,0.7052373886108398
116,0.587989330291748,0.7017245292663574
117,0.5852584838867188,0.7055567502975464
118,0.5868188142776489,0.705130934715271
119,0.5875839591026306,0.7015116214752197
120,0.5852751135826111,0.7055567502975464
