Round,Loss,Accuracy
1,0.6830602884292603,0.5310173630714417
2,0.6564655303955078,0.6838709712028503
3,0.6312137842178345,0.688585638999939
4,0.606534481048584,0.6928039789199829
5,0.5888839364051819,0.6955335140228271
6,0.5834276080131531,0.7000000476837158
7,0.5841837525367737,0.7057072520256042
8,0.5863038301467896,0.7049627900123596
9,0.594052791595459,0.6980149149894714
10,0.5892554521560669,0.7014888525009155
11,0.5930562019348145,0.6982630491256714
12,0.5862110257148743,0.7009925842285156
13,0.585224449634552,0.6987593173980713
14,0.5863550901412964,0.7044665217399597
15,0.5877102613449097,0.7019851207733154
16,0.5855864882469177,0.7007444500923157
17,0.5812704563140869,0.7027295827865601
18,0.5805613398551941,0.7027295827865601
19,0.5806757807731628,0.70322585105896
20,0.580822765827179,0.7039702534675598
21,0.5812647342681885,0.7012407183647156
22,0.5821520686149597,0.70322585105896
23,0.5863031148910522,0.7027295827865601
24,0.5944957137107849,0.7024813890457153
25,0.5996667742729187,0.7037221193313599
26,0.5993353724479675,0.7004963159561157
27,0.5966373085975647,0.70297771692276
28,0.5968329310417175,0.70322585105896
29,0.5980685353279114,0.7052109241485596
30,0.6002505421638489,0.7044665217399597
31,0.6008869409561157,0.7062035202980042
32,0.5987552404403687,0.7014888525009155
33,0.5973020792007446,0.706947922706604
34,0.5956740975379944,0.7024813890457153
35,0.5963248014450073,0.7057072520256042
36,0.5974106788635254,0.7062035202980042
37,0.5973284840583801,0.7064516544342041
38,0.5962537527084351,0.7104218602180481
39,0.5956293940544128,0.7079404592514038
40,0.5968086123466492,0.7101737260818481
41,0.5979806184768677,0.7076923251152039
42,0.598095715045929,0.7096774578094482
43,0.5971208214759827,0.707196056842804
44,0.5968145132064819,0.706699788570404
45,0.5976152420043945,0.706699788570404
46,0.5985667705535889,0.706947922706604
47,0.5978898406028748,0.7079404592514038
48,0.5969589352607727,0.706947922706604
49,0.5977703332901001,0.706699788570404
50,0.5985593795776367,0.706699788570404
51,0.5976693630218506,0.706699788570404
52,0.597004771232605,0.707196056842804
53,0.5974855422973633,0.706699788570404
54,0.5982482433319092,0.7064516544342041
55,0.59771329164505,0.7074441909790039
56,0.5970652103424072,0.7076923251152039
57,0.5971553325653076,0.7057072520256042
58,0.5973934531211853,0.706947922706604
59,0.5976894497871399,0.7059553861618042
60,0.5969264507293701,0.7076923251152039
61,0.596696138381958,0.7059553861618042
62,0.5971804857254028,0.7057072520256042
63,0.5969966650009155,0.7059553861618042
64,0.5967825651168823,0.7054590582847595
65,0.5964855551719666,0.7076923251152039
66,0.5966491103172302,0.7047146558761597
67,0.5949023962020874,0.7079404592514038
68,0.5949206352233887,0.7047146558761597
69,0.5942934155464172,0.706699788570404
70,0.5970531105995178,0.7049627900123596
71,0.5959523320198059,0.7086848616600037
72,0.6007037162780762,0.7052109241485596
73,0.5981479287147522,0.706947922706604
74,0.6006664037704468,0.7047146558761597
75,0.5970698595046997,0.7076923251152039
76,0.5990347266197205,0.7044665217399597
77,0.5969040989875793,0.7054590582847595
78,0.5969520807266235,0.7052109241485596
79,0.5957860946655273,0.7057072520256042
80,0.5960994362831116,0.7054590582847595
81,0.5970633029937744,0.7052109241485596
82,0.5958513617515564,0.7059553861618042
83,0.5960790514945984,0.7047146558761597
84,0.5959978699684143,0.7059553861618042
85,0.5973173379898071,0.7049627900123596
