Round,Loss,Accuracy
1,0.7014763355255127,0.3853658437728882
2,0.6314893960952759,0.7398374080657959
3,0.6045846939086914,0.7441734075546265
4,0.5891821384429932,0.7382113933563232
5,0.5541396141052246,0.7436314225196838
6,0.5562859773635864,0.7360433340072632
7,0.5493820309638977,0.7371273636817932
8,0.539573073387146,0.7490514516830444
9,0.5446159839630127,0.7457994222640991
10,0.5420803427696228,0.7501354813575745
11,0.5414116978645325,0.7512195110321045
12,0.5448047518730164,0.7420054078102112
13,0.5352919101715088,0.7528455257415771
14,0.5387534499168396,0.7501354813575745
15,0.5375781059265137,0.7485094666481018
16,0.5354382991790771,0.7501354813575745
17,0.5412102341651917,0.7495934963226318
18,0.5341230034828186,0.7517614960670471
19,0.5462421774864197,0.7474254369735718
20,0.5347857475280762,0.7523034811019897
21,0.5407320261001587,0.7441734075546265
22,0.5380553007125854,0.7474254369735718
23,0.539288341999054,0.7506774663925171
24,0.5402547121047974,0.7512195110321045
25,0.5423051118850708,0.7479674816131592
26,0.5445954203605652,0.7495934963226318
27,0.5470825433731079,0.7495934963226318
28,0.5463660955429077,0.7495934963226318
29,0.5464412569999695,0.7501354813575745
30,0.544873058795929,0.7523034811019897
31,0.545933723449707,0.7533875107765198
32,0.5460003614425659,0.7495934963226318
33,0.546917200088501,0.7539294958114624
34,0.54514080286026,0.7501354813575745
35,0.5446673035621643,0.7528455257415771
36,0.5450572371482849,0.7539294958114624
37,0.5458375215530396,0.7528455257415771
38,0.5453649163246155,0.7544715404510498
39,0.5442295074462891,0.7550135254859924
40,0.5439585447311401,0.7550135254859924
41,0.543964684009552,0.7528455257415771
42,0.5444816946983337,0.7533875107765198
43,0.5438587069511414,0.7501354813575745
44,0.5434372425079346,0.7512195110321045
45,0.5428510308265686,0.7539294958114624
46,0.5436959266662598,0.7512195110321045
47,0.5433711409568787,0.7528455257415771
48,0.5440379977226257,0.7517614960670471
49,0.543347954750061,0.7550135254859924
50,0.5442746877670288,0.7528455257415771
51,0.5440297722816467,0.7533875107765198
52,0.5442251563072205,0.7544715404510498
53,0.5442311763763428,0.7555555105209351
54,0.5437039136886597,0.7550135254859924
55,0.5440199375152588,0.7523034811019897
56,0.542805016040802,0.7571815252304077
57,0.5438047051429749,0.7506774663925171
58,0.542117714881897,0.7582655549049377
59,0.5429510474205017,0.7517614960670471
60,0.541922390460968,0.7544715404510498
61,0.5417460203170776,0.7539294958114624
62,0.542258620262146,0.7512195110321045
63,0.5407454371452332,0.7577235698699951
64,0.5420740842819214,0.7517614960670471
65,0.5404890179634094,0.7539294958114624
66,0.5416866540908813,0.7523034811019897
67,0.5406398773193359,0.7528455257415771
68,0.5407322645187378,0.7517614960670471
69,0.5404627323150635,0.7517614960670471
70,0.540366530418396,0.7512195110321045
71,0.540748655796051,0.7528455257415771
72,0.5398261547088623,0.7512195110321045
73,0.5399784445762634,0.7512195110321045
74,0.5403903126716614,0.7539294958114624
75,0.5395568013191223,0.7512195110321045
76,0.5407450795173645,0.7566395401954651
77,0.539300262928009,0.7528455257415771
78,0.5395512580871582,0.7544715404510498
79,0.5399382710456848,0.7528455257415771
80,0.539352536201477,0.7528455257415771
81,0.5395532846450806,0.7555555105209351
82,0.5396473407745361,0.7544715404510498
83,0.5394129753112793,0.7528455257415771
84,0.5392297506332397,0.7539294958114624
85,0.5394333004951477,0.7533875107765198
86,0.5396438837051392,0.7539294958114624
87,0.5388020873069763,0.7528455257415771
88,0.5398197770118713,0.7550135254859924
89,0.5385991334915161,0.7517614960670471
90,0.5389719605445862,0.7523034811019897
